ItemID,Sentiment,SentimentText
888positive,negative,&lt;3 Monica / Allison.  I miss them both na 
8882,positive,&lt;3 my Frankiee Lampss 
8883,positive,&lt;3 sunday mornings. Just made good coffee/breakfast bread. Gonna do a little yoga in a bit. Morning 
8884,positive,&lt;3 To My Accountant  &lt;3  He works wonders...this year has a bright little light knowing I'm GTG with the taxes!  
8885,positive,&lt;3 u guys. thanks for stickin with me 
8886,negative,&lt;3333333 NEW MOON! omg. i should read it again. hahaha. why does november have to be soooo freakin' far away? 
8887,negative,&lt;3asb dengg @jamiecamille mmm... We said we wernt gna CRY!  we balled!!
8888,negative,"&lt;3broken, just on myspace. @thereallfo isnt coming to vegas or anywhere close. im gonna cry me a river now.  no fair!"
8889,negative,&lt;3C.B|| I had a major headache today. It sucked 
889negative,negative,#positive reason why I wouldn't like the New Moon trailer - Laurent obviously doesn't confront Bella in &quot;Edward's Meadow&quot; 
889positive,negative,#positivenegativeyearsofEnema #positivenegativeyearsofEnema -  Não consigo Baixar o Fix Your Face!!! 
8892,positive,#positivepositivenegative also solved by @counterspark 
8893,negative,#positive4negativeconf video stream slow - doesn't work in Canada 
8894,positive,#positiveUP @DirtyDiva well part of the EA press conference talked about it so it IS topical 
8895,positive,#2positive - thebackdoor: only the ones that want to get all wrinkly and have cancer�  this tumblr is full of... http://tumblr.com/xpositivezpositivemds8m
8896,positive,#3negativeSECONDSTOMARS #marsiscoming keep it up 
8897,positive,"#3negativesecondstomars http://bit.ly/ozfi6  3negativestm MY own video Berlin gig last year, enjoy "
8898,positive,#3hotwords Bank Holiday Weekend... 
8899,positive,#3hotwords I have food 
89negativenegative,positive,#3hotwords Let's eat out 
89negativepositive,positive,#3hotwords red hot chillis 
89negative2,positive,#3hotwords STATE OF SURVIVAL      http://tinyurl.com/vansyde SUBSCRIBE TO MY YOUTUBE while you're there!
89negative3,positive,#3hotwords turn around baby 
89negative4,positive,#3hotwords yes my Master! ...... 
89negative5,positive,#3hotwords....&quot;GOD loves U&quot; All Day Everyday! Believe that! 
89negative6,positive,"#3hotwords: Sizzling,Spicy,Smoldering...  "
89negative7,positive,#3TMIword. I need ass 
89negative8,negative,#3turnoffwords   @Ainz9negative unfollows us 
89negative9,positive,#3turnoffwords - I Can't Count. Fitting for some on this trend 
89positivenegative,positive,#3turnoffwords &quot;White Sox Fan&quot; *Does not represent all views of Tangible Worldwide* 
89positivepositive,positive,"#3turnoffwords ? I know. Ready? Why, Oh, You "
89positive2,negative,#3turnoffwords = I voted Obama &amp;&amp; #3hotwords Wanna Nail Palin? lol said by Sarah Palin. Yee yee. lol I Love SNL but missed it today. 
89positive3,negative,#3turnoffwords Crappy iPod speakers 
89positive4,negative,#3turnoffwords Crappy iTouch Speakers 
89positive5,negative,#3turnoffwords internet is down 
89positive6,positive,#3turnoffwords Lets be friends.  I've used that one a time or 2.
89positive7,negative,#3turnoffwords out of gravy  
89positive8,negative,#3turnoffwords what say you (via @Samthepoodle) &quot;Put to sleep&quot; 
89positive9,positive,#3wordsaftersex &quot;my husband's home!&quot; true story.  just kiidding! ;D #SaveEarl
892negative,negative,#3wordsaftersex &quot;you really smell.&quot;  Excited for my trip tomorrow. not excited for missing @LYDIAmusic and @brandonwronski tomorrow.  
892positive,negative,#3wordsaftersex good job Righty!  
8922,positive,#3wordsaftersex I LIKE WAFFLES 
8923,positive,#3wordsaftersex I LOVE YOU 
8924,negative,#3wordsaftersex i think im bleeding. 
8925,positive,#3wordsaftersex I'm sleeping now 
8926,positive,#3wordsaftersex In cash .. please 
8927,negative,#3wordsaftersex it hurts now 
8928,negative,#3wordsaftersex it never started... 
8929,positive,#3wordsaftersex now please leave 
893negative,positive,#3wordsaftersex who`s the next  hahahaha lol
893positive,negative,#5D2 firmware update mostly video oriented  I want to auto ISO improvement = up positive28negativenegative and minimal shuttle speed
8932,positive,"#7negative2's Redi tells the Naked Scientist that she wants to evolve into Halle Berry. Redi, Halle would never be able to finish the #Comrades! "
8933,positive,#8 Breakdowns...b/c they are the precursor to BREAKTHROUGHS!. #positivenegativenegative/positivenegativenegative The @Healthpreneur Game   Enjoy!
8934,negative,"#9 Figgins at bat for the Angels in top of the 3rd ..hit it in field ..out ..Rangers at bat now, bottom of the 3rd  we n the outfield lol"
8935,positive,&lt;3C.B|| Mothers day tomorrow 
8936,positive,&lt;3carl.russel.doug.kevin! haha. UP was like awww &amp; ha ha! good night! 
8937,positive,&lt;3'ing me right now........... 
8938,positive,"&lt;3my best friends: jennie Ashleigh teresa mimi&amp; danny baseball banquet, tonight! "
8939,positive,&lt;3's Chelsea!!! YAAAY So glad we are reunited! 
894negative,positive,&lt;3's when hubby doesn't have to work saturdays - he is still sleeping 
894positive,positive,&lt;a&gt;cuma test doang..   http://plurk.com/p/yzqkr
8942,positive,&lt;b&gt;Miley Cyrus Will You Follow Me On This? Love You 
8943,positive,&lt;---broke the cycle so what do I get? a brownie pin? I don't need anything just peace knowing that I don't have any bums around me 
8944,positive,"&lt;font color=purple&gt; Purple, &lt;font color=blue&gt; blue &lt;font color=black&gt; and &lt;font color=green&gt; green "
8945,negative,"&lt;grandy&gt; whats worse being a cubs fan, or selling rv's that are nicer than your house "
8946,positive,"&lt;------happy camper right here....downloaded TONS of awesome 8negative's and 9negative's songs....ahh, memories... "
8947,negative,&lt;--has no internet for the weekend 
8948,negative,"&lt;--has once again completely drained her paypal account  Damn you etsy and ebay, why must you have such great things?!"
8949,positive,&lt;---has the greatest hubby in the WORLD..just wanted to share 
895negative,negative,&lt;--------------HOW COME I STILL DONT HAVE ONE!!!!!!!!!!!!  
895positive,positive,&lt;---Jem here   Hey!  Hope everyone has started their FRIDAY fun!   Let me start my shout outs!! whooohoooo
8952,positive,&lt;Kethryvis&gt; Gruuk: UFies are above and beyond the human race 
8953,negative,&lt;--lonely guy.  Gotta kill 3 hours till I have to drive to LAX 
8954,negative,&lt;---poor  spent more than I expected at The Makeup Show lmaoo. So much for project positivenegative pan hahaha
8955,positive,&lt;----signin´out...have a nice day/night @all 
8956,positive,&lt;Trista ;)  &gt;Is doing nothing
8957,negative,&lt;violins&gt; I'm not quite sure how I'm going to do this  &lt;/violins&gt;
8958,positive,&lt;wheezy&gt; http://bit.ly/o93ss  is jó  - http://bit.ly/ZzSp7
8959,negative,"&quot;  Im going to try to find pictures of the X-factor tour  ,, i know i have loads but ;;;;;; i just  can't find them for some reason   &quot;"
896negative,negative,&quot; ...not academically of course. &quot; I miss him already 
896positive,negative,"&quot; positive6 and under nor passed the 8th grade &quot;   sorry moms... I tried, but... I got three little sisters who will be trained. Hahahaha "
8962,positive,"&quot; Become a human transformer, a virtual router to connect others &quot; -  RmS"
8963,positive,&quot; BRAZIL SCREAMS IN ONE VOICE WE LOVE MILEY CYRUS!  &quot;
8964,positive,&quot; Don't worry ... Be Happy  &quot;
8965,negative,&quot; EEEP OMG THAT JEFF JONAS IS SO HOT &quot;  xD ||||||||||||||||||||||||||||||||||||||||||||||||| LMAO not the same here 
8966,negative,&quot; hate to disappoint but no it's not mine. All my lyrics are safe in my book. But thanks for the concern!&quot; - ohhhhhhhhhh 
8967,negative,"&quot; I need you next to me, i love you ! But you don't know ! &quot;  I'm soo sad "
8968,positive,"&quot; I was flyin, now I'm crashin This is bad, real bad, michael jackson Now I'm mad, real mad, joe jackson &quot;  B-e-a-utiful "
8969,negative,"&quot; I wish my smile was your favorite kind of smile, I wish the way that I dress was your favorite kind of style&quot; "
897negative,positive,&quot;family bird is the word&quot; I &lt;3 FAMILY GUY 
897positive,positive,&quot;feliz dia mamiiiiii Te Amooo! Dios te Bendigaa!! GRACIAS!&quot;   -  Jackelin Celedon Mares  from Facebook  - Her Spanish is better than mine 
8972,negative,&quot;Find Gideon and you save us both. &quot; Chris dying always makes me cry 
8973,negative,&quot;fire of anatolia&quot; is fired... costumes are destroyed... it's so poor situation 
8974,negative,&quot;fire shower of nuclear&quot; is not something i want to read right before i go to bed 
8975,positive,&quot;Flashing lights&quot;- with all the lights cut off... my kinda groove 
8976,positive,&quot;Fly with me&quot;- THE JONAS BROTHERS 
8977,positive,&quot;Follow me u guys.....Twitter.com/RandallW89 tell a friend to tell a friend.. please n thanks!&quot; 
8978,positive,&quot;For a second I think u took shape of a unicorn&quot;- step brothers 
8979,positive,&quot;For God so loved the world- - -&quot; Sweet I forgot John 3:positive6 
898negative,positive,"&quot;For the Kingdom of God is Righteousness, Peace and Joy in the Holy Spirit&quot; Romans positive4:positive7 "
898positive,negative,"&quot;Friends are like stars u can't see them but u feel they are there, but then u look &amp; realize they fell. Hence the meaning falling star&quot; "
8982,positive,&quot;Friends are the same soul different bodies.&quot; Plato 
8983,negative,&quot;fuck friends&quot;? That made me feel great 
8984,positive,&quot;fuck you alphabetti spaghetti. i never want to eat carbs again.&quot; this girl owns my heart  ily sophie.
8985,positive,&quot;Future PC just froze.&quot;  #apple #ads #getamac
8986,positive,&quot;get down in this rage with me...it takes 2 to dance baby&quot; listening to @thetalkabout on myspace 
8987,positive,&quot;Girl cheese and soup&quot; 
8988,positive,&quot;Girl you look fine with a gun&quot; -the nicest thing someone has to me this week. 
8989,positive,&quot;give us the money!&quot;    &quot;elmo knows where youu live&quot;   hahaha&lt;3 these msn sounds crack me up  x
899negative,negative,"&quot;Go mommy, go!&quot; Viki is leaving the Morning Show on Absolute Radio! "
899positive,negative,&quot;God give me patience...but give it quickly&quot;...3negative min into our trip &amp; 2nd pee stop 
8992,positive,&quot;God I love texting&quot; - text from “mom cell�?  http://tumblr.com/x9jpositiveya3xi
8993,positive,&quot;good morning sunshine! The earth says hello!!&quot; hehe 
8994,positive,&quot;Good morning sunshine. The earth says 'hello'.&quot; (Johnny Depp as Willy Wonka). 
8995,negative,&quot;Gosh hunny you've put on weight!&quot; &quot;Errrr... thank you?&quot; 
8996,positive,&quot;Got Love to Kill&quot; - Juliette &amp; the Licks. Julian Wilson's section in Stranger than Fiction.... so amazing...   
8997,positive,"&quot;got that super soaker, pussy pop like cola coca plus it's tighter den a choker, got him smilin' like the joker.&quot; my nicki fix. "
8998,negative,"&quot;got the news today, doctor said i had to wait a little bit longer and i'll be fine&quot; awww i cant listen to this song...makes me sad "
8999,positive,&quot;grandma just gave you the dirtiest look i've ever seen in my life&quot; haha 
9negativenegativenegative,negative,&quot;Gravity is not always convenient!&quot;-Mr. Donde lol I just dropped my phone  but I thought of this saying.
9negativenegativepositive,positive,"&quot;Ha-ha!&quot; to the premature PSP Go! reveal. Sony must be up in arms  Also, it looks ugly as hell."
9negativenegative2,negative,"&quot;Hahah your just jealous your not as thin as me you fat bitch, my legs are HALF your size, gutted on you.&quot; it's nice to know the truth. "
